,x,y,z,density_qmc,vxc_qmc
0,0.0,0.0,0.0,1.2217113758970544,-0.543965865200059
1,0.0,0.1680671875,0.1680671875,1.3829010966332127,-0.8104961527316953
2,0.0,0.336134375,0.336134375,1.5470871494427962,-1.276976960142684
3,0.0,0.5042015625,0.5042015625,1.305168165496607,-1.241767442157713
4,0.0,0.67226875,0.67226875,0.7802239922147016,-0.9273368399350992
5,0.0,0.8403359374999999,0.8403359374999999,0.3379417416050073,-0.718411035417157
6,0.0,1.008403125,1.008403125,0.1147707282273056,-0.5988713817017909
7,0.0,1.1764703125,1.1764703125,0.036069602719866,-0.3598211505976133
8,0.0,1.3445375,1.3445375,0.0132925371562428,-0.2028996890583328
9,0.0,1.5126046875,1.5126046875,0.006722747907724,-0.1771910581564864
10,0.0,1.6806718749999998,1.6806718749999998,0.0046361257182262,-0.1744996836277256
11,0.0,1.8487390625,1.8487390625,0.0040201505954526,-0.1759419267974225
12,0.0,2.01680625,2.01680625,0.0039536517897575,-0.1812106976603969
13,0.0,2.1848734375,2.1848734375,0.0040689235204496,-0.186027631276199
14,0.0,2.352940625,2.352940625,0.0042098001269051,-0.1863385680375369
15,0.0,2.5210078125,2.5210078125,0.0043060192909206,-0.1826913954574062
16,0.0,2.689075,2.689075,0.0043375502895551,-0.1805587564053635
17,0.0,2.8571421875,2.8571421875,0.0043060192909206,-0.1826913954574064
18,0.0,3.025209375,3.025209375,0.0042098001269051,-0.1863385680375376
19,0.0,3.1932765625,3.1932765625,0.0040689235204496,-0.1860276312762016
20,0.0,3.36134375,3.36134375,0.0039536517897575,-0.181210697660398
21,0.0,3.5294109375,3.5294109375,0.0040201505954526,-0.1759419267974219
22,0.0,3.697478125,3.697478125,0.0046361257182262,-0.1744996836277257
23,0.0,3.8655453125,3.8655453125,0.006722747907724,-0.1771910581564866
24,0.0,4.0336125,4.0336125,0.0132925371562428,-0.2028996890583326
25,0.0,4.2016796875,4.2016796875,0.036069602719866,-0.3598211505976115
26,0.0,4.369746875,4.369746875,0.1147707282273056,-0.598871381701781
27,0.0,4.5378140625,4.5378140625,0.3379417416050073,-0.7184110354171613
28,0.0,4.70588125,4.70588125,0.7802239922147016,-0.927336839935096
29,0.0,4.8739484375,4.8739484375,1.305168165496607,-1.2417674421577063
30,0.0,5.042015625,5.042015625,1.5470871494427962,-1.2769769601426872
31,0.0,5.2100828125,5.2100828125,1.3829010966332127,-0.8104961527316987
32,0.1680671875,0.0,0.1680671875,1.3827733769663269,-0.8094899825457461
33,0.1680671875,0.1680671875,0.336134375,1.5334447219833691,-1.1769357958184603
34,0.1680671875,0.336134375,0.5042015625,1.440928712821615,-1.307459893113208
35,0.1680671875,0.5042015625,0.67226875,0.9955243397979524,-1.0482889593242568
36,0.1680671875,0.67226875,0.8403359374999999,0.4965948955221298,-0.7858043396593299
37,0.1680671875,0.8403359374999999,1.0084031249999998,0.1870476377128845,-0.6514574151920463
38,0.1680671875,1.008403125,1.1764703125,0.059903986566569,-0.4731652772549288
39,0.1680671875,1.1764703125,1.3445375,0.0201524376878918,-0.2436224966319181
40,0.1680671875,1.3445375,1.5126046875,0.0088159275677513,-0.1823209038285622
41,0.1680671875,1.5126046875,1.6806718749999998,0.0053413364028679,-0.174931036315584
42,0.1680671875,1.6806718749999998,1.8487390625,0.0042348700226721,-0.1748346198144566
43,0.1680671875,1.8487390625,2.01680625,0.003988608135412,-0.1781159391920679
44,0.1680671875,2.01680625,2.1848734375000003,0.0040555916634449,-0.1834071487828009
45,0.1680671875,2.1848734375,2.352940625,0.004205711293741,-0.1865507214448109
46,0.1680671875,2.352940625,2.5210078125,0.0043359539182802,-0.1857446015155437
47,0.1680671875,2.5210078125,2.689075,0.0044034300871805,-0.1830013768368772
48,0.1680671875,2.689075,2.8571421875,0.0044033445470699,-0.1836700293643248
49,0.1680671875,2.8571421875,3.025209375,0.0043354615016675,-0.1878080192653353
50,0.1680671875,3.025209375,3.1932765625,0.0042055199907288,-0.1900358816561175
51,0.1680671875,3.1932765625,3.36134375,0.0040557384299536,-0.1864591676335922
52,0.1680671875,3.36134375,3.5294109375,0.0039872225551997,-0.1787253972042224
53,0.1680671875,3.5294109375,3.697478125,0.0042322614105359,-0.1748617772430112
54,0.1680671875,3.697478125,3.8655453125,0.0053375013805806,-0.1749284149611695
55,0.1680671875,3.8655453125,4.033612499999999,0.0088081170908501,-0.1818654126607395
56,0.1680671875,4.0336125,4.2016796875,0.0201404457718425,-0.2421109120131211
57,0.1680671875,4.2016796875,4.369746875,0.0598988590761538,-0.4823246359859248
58,0.1680671875,4.369746875,4.5378140625,0.1870927258816893,-0.6742915446246448
59,0.1680671875,4.5378140625,4.70588125,0.4967615476230528,-0.8033475137020889
60,0.1680671875,4.70588125,4.8739484375,0.9958878729197131,-1.0604930203202625
61,0.1680671875,4.8739484375,5.042015625,1.4414844815944854,-1.3193925872464147
62,0.1680671875,5.042015625,5.2100828125,1.5339843606060783,-1.1853048560249588
63,0.1680671875,5.2100828125,5.37815,1.3829933746876837,-0.8108456598793359
64,0.336134375,0.0,0.336134375,1.5469086132514525,-1.2729053649391564
65,0.336134375,0.1680671875,0.5042015625,1.4409803753261785,-1.304670464894388
66,0.336134375,0.336134375,0.67226875,1.072752454052011,-1.0968474395849568
67,0.336134375,0.5042015625,0.8403359375,0.5981770680214875,-0.8484889630365773
68,0.336134375,0.67226875,1.008403125,0.2516916346944021,-0.7013756615924248
69,0.336134375,0.8403359374999999,1.1764703124999998,0.0863639927653694,-0.5512878938617952
70,0.336134375,1.008403125,1.3445375,0.0286428602357466,-0.2946311827914245
71,0.336134375,1.1764703125,1.5126046875,0.0114690368829457,-0.1901975759648133
72,0.336134375,1.3445375,1.6806718749999998,0.0062772338827182,-0.1760674765460037
73,0.336134375,1.5126046875,1.8487390625,0.0045943941153524,-0.1746433518377629
74,0.336134375,1.6806718749999998,2.01680625,0.004135728075071,-0.1766231339410104
75,0.336134375,1.8487390625,2.1848734375,0.0041452546398124,-0.1826420504441542
76,0.336134375,2.01680625,2.352940625,0.0043056722113683,-0.1891974879397985
77,0.336134375,2.1848734375,2.5210078125,0.0044763232601028,-0.1927221369843939
78,0.336134375,2.352940625,2.689075,0.0045902357087439,-0.1912724164833313
79,0.336134375,2.5210078125,2.8571421875,0.0046265562536578,-0.1892435026964018
80,0.336134375,2.689075,3.025209375,0.004585615222621,-0.1904973922489563
81,0.336134375,2.8571421875,3.1932765625,0.0044697199562307,-0.1926783142278149
82,0.336134375,3.025209375,3.36134375,0.0043003989757698,-0.1917247918383925
83,0.336134375,3.1932765625,3.5294109375,0.0041403727489585,-0.1840054940564978
84,0.336134375,3.36134375,3.697478125,0.0041293715839559,-0.1764629493548303
85,0.336134375,3.5294109375,3.8655453125,0.0045870119070079,-0.1744840671411092
86,0.336134375,3.697478125,4.0336125,0.006265734370398,-0.1756532039954828
87,0.336134375,3.8655453125,4.2016796875,0.0114487279280087,-0.1881180609478944
88,0.336134375,4.0336125,4.369746875000001,0.0286137972506703,-0.2914673296876408
89,0.336134375,4.2016796875,4.5378140625,0.0863451830630711,-0.5653838753932324
90,0.336134375,4.369746875,4.70588125,0.2517372581023899,-0.7136778467606192
91,0.336134375,4.5378140625,4.8739484375,0.5983913537939791,-0.8494508825145881
92,0.336134375,4.70588125,5.042015625,1.0732627214990098,-1.0998957449203075
93,0.336134375,4.8739484375,5.2100828125000005,1.44169263927465,-1.3131187301296154
94,0.336134375,5.042015625,5.37815,1.5474266502730656,-1.2757774216457822
95,0.336134375,5.2100828125,5.5462171875,1.5337179694525822,-1.183904994801646
96,0.5042015625,0.0,0.5042015625,1.3053038462575326,-1.237247660969687
97,0.5042015625,0.1680671875,0.67226875,0.9958790646474056,-1.048815037642861
98,0.5042015625,0.336134375,0.8403359374999999,0.5983890608957254,-0.8502812667621427
99,0.5042015625,0.5042015625,1.008403125,0.2779423536647316,-0.7255632687699234
100,0.5042015625,0.67226875,1.1764703125,0.1044076851893876,-0.5945880618988711
101,0.5042015625,0.8403359374999999,1.3445375,0.0361387920558001,-0.3397775277162209
102,0.5042015625,1.008403125,1.5126046875,0.0141157764838388,-0.2006593388834844
103,0.5042015625,1.1764703125,1.680671875,0.0072717355888731,-0.1778263630307412
104,0.5042015625,1.3445375,1.8487390625,0.0050217442458398,-0.1749906218998605
105,0.5042015625,1.5126046875,2.01680625,0.004350123391193,-0.1760805247125451
106,0.5042015625,1.6806718749999998,2.1848734375,0.0043011593487943,-0.1823856029805774
